ID,Date,AAPL.city,AAPL.lat,AAPL.lon,AAPL.state,AAPL.pop,AAPL.minT,AAPL.maxT,AAPL.rain,AAPL.evap,AAPL.sun
99837,19/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.7,26.1,0,4.8,11.4
99838,20/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.5,29.8,0,4.6,10.9
99839,21/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.4,35,0,0,6.4
99840,22/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15,22.1,0,0,11.2
99841,23/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.6,24.1,0,17.8,11.1
99842,24/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.8,22.8,0.6,3.4,0.2
99843,25/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.3,25.6,1.6,1,11.2
99844,26/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.2,24.6,0,4,10.5
99845,27/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.8,23.6,0,6,11.2
99846,28/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.2,29.3,0,0,11.4
99847,29/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.4,31.6,0,0,11.3
99848,30/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.4,32,0,16,11.1
99849,31/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,20.4,33.1,0,7,11.1
99850,1/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,19.3,34.1,0,7,11
99851,2/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21,33.9,0,7,9.4
99852,3/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.4,21.7,0,6.2,8.3
99853,4/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.8,20.3,0,0,7.3
99854,5/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.8,21,4.6,0,7.5
99855,6/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.8,17.8,0,12,1.1
99856,7/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.5,21.2,0,3,9.4
99857,8/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.6,22.6,0,3.4,10.9
99858,9/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.2,22.3,0,5.8,10.7
99859,10/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.4,22,0,0,10.7
99860,11/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.8,25.3,0,0,10.8
99861,12/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.5,28.7,0,0,10.9
99862,13/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.3,28.5,0,0,10.5
99863,14/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.1,24.9,0,17.2,9.9
99864,15/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.7,18.9,0,3.4,8
99865,16/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.5,20.8,0,3.8,3.1
99866,17/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15,21.7,0.4,2,3
99867,18/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.8,22.3,0,0,8.9
99868,19/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.1,22.9,0,0,10.7
99869,20/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.4,26.1,0,9,8.8
99870,21/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.8,27.4,0,3,2.6
99871,22/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.5,28.5,0,3.8,10.4
99872,23/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21.3,22.2,0,6.2,0
99873,24/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.1,17.8,28.8,0.6,2.4
99874,25/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.4,18.4,8.4,0,1.8
99875,26/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.9,16.7,18.6,0,7
99876,27/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.1,19.6,10.8,6.6,7.1
99877,28/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.7,17.8,2,2.2,6.1
99878,29/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.6,20.2,0,1.6,10.3
99879,30/04/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.6,19.9,0,2.2,7.6
99880,1/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.8,17.4,0,1.4,0.7
99881,2/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.9,18.7,8.6,0,9.6
99882,3/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.4,18.7,0,0,10.1
99883,4/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.2,18.1,0,5,3.4
99884,5/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.1,18.9,0,0.4,6.2
99885,6/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.7,18.1,0,1.4,2
99886,7/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.7,18.3,0,1.4,4.4
99887,8/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.5,17.7,0,1.2,5.9
99888,9/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.1,17.1,0,0,0.3
99889,10/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.5,16.8,0,0,5.2
99890,11/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.2,19.8,0,5.4,9.8
99891,12/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.2,18.8,0,2.2,9.1
99892,13/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.8,16.2,2,1.4,0.7
99893,14/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.7,18.5,4.8,1,4.6
99894,15/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.5,17.5,1,1.2,0.5
99895,16/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.6,18.3,0,0,7.8
99896,17/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.7,16.1,13.8,0,0.3
99897,18/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13,18.6,1.6,4.2,3.1
99898,19/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.2,18.6,0,1.8,7.6
99899,20/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.9,19.4,0,1.2,7.4
99900,21/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.1,22.8,0,1.4,9.7
99901,22/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.8,22.5,0,2.6,8.6
99902,23/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.4,21.5,0,0,3.4
99903,24/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.8,16.4,7.8,0,0
99904,25/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.8,17.9,21.4,8,4.2
99905,26/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.7,17.5,1.8,0.6,7.4
99906,27/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.3,17.1,0,1.2,5.2
99907,28/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.5,15.2,0.2,0.8,4.2
99908,29/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6,13.9,0,1,1.9
99909,30/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,5.2,16.9,0,0,9.5
99910,31/05/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.2,18.3,0,2.2,4.2
99911,1/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.2,16.6,0,1.6,2.4
99912,2/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.2,16.8,0,0.8,1
99913,3/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.9,17.3,3.2,0.6,9
99914,4/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.2,17.1,0,1.2,3
99915,5/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.9,17.8,0,0.8,4.1
99916,6/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.5,15.8,3.6,0,2.4
99917,7/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.5,15.9,6.2,0,3.9
99918,8/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.5,14.9,3.2,0,6.4
99919,9/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.1,15.3,18,7.2,7.8
99920,10/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,4.7,15,0.8,1.4,6.5
99921,11/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,3.5,15.6,0,1.2,8.4
99922,12/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.1,13.8,0,1.6,8.4
99923,13/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.9,16.3,3,0,8.4
99924,14/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.2,11.9,0.6,0,0
99925,15/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7,17.1,7.4,3.8,9.1
99926,16/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.8,17.4,0.2,0.8,7
99927,17/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.8,18.2,0,1,6.1
99928,18/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,4.5,17.3,0,0.8,8.6
99929,19/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.6,18.7,0,0,7.1
99930,20/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.7,15.6,0,0,3.1
99931,21/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,5,19,0.8,0,8.9
99932,22/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.5,18,0.2,7.6,9.4
99933,23/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.2,14.4,0,2.8,0.4
99934,24/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.7,16.2,1.2,0.6,5.6
99935,25/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.2,16.1,0,1,3.2
99936,26/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.6,14,3.4,0.8,3.2
99937,27/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.1,16.5,0,0,3.5
99938,28/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10,17.6,0.2,0,5.7
99939,29/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.7,19.3,0,2.8,4.2
99940,30/06/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.3,18.8,0,3.2,2.3
99941,1/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.7,15.1,16.6,2.4,1.2
99942,2/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.1,14.5,6.6,0.4,1.6
99943,3/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.1,16,2,0.6,3.5
99944,4/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.7,16,1.4,0,5.1
99945,5/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.9,15.1,0,0,1.7
99946,6/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,3.6,13.2,0,3.6,6.3
99947,7/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,2.9,13.7,0,1,6.4
99948,8/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.1,16.1,0,1.4,9.3
99949,9/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,5.7,17.8,0,1.8,8.4
99950,10/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.7,15.7,2,3,0
99951,11/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.1,17.4,13,0,2.7
99952,12/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.8,16,1.2,0,3.8
99953,13/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.1,14.2,4.6,4.8,5.7
99954,14/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.1,11.9,10.2,1.8,2.3
99955,15/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,5.1,13.7,11.4,0.8,7
99956,16/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.9,15.3,10.4,1.2,8.6
99957,17/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7,16,0,1.4,4.6
99958,18/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.8,16.2,0,0,4.1
99959,19/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.5,18.6,0,0,8.6
99960,20/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12,21.7,0,6.8,8.4
99961,21/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.5,19.8,0,4.4,6
99962,22/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.3,14.6,3.2,2.6,2.9
99963,23/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,3.6,15.2,2.2,1,8.9
99964,24/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.1,16.2,0,1.4,7.8
99965,25/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.1,16.9,0,0,9.7
99966,26/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.3,14.9,0,0,2.8
99967,27/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.1,14.7,1.2,5.4,1.6
99968,28/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10,15.6,12.6,0.2,2.8
99969,29/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.5,15.6,3.6,0.6,2.5
99970,30/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.4,15.9,3.4,2,1.9
99971,31/07/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9,15.7,3.4,1.2,6.1
99972,1/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.4,16.2,1.8,0,4.8
99973,2/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.7,17.6,0,0,9.2
99974,3/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,5.8,16.5,1,3.8,8.3
99975,4/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10,15.8,0,1.8,0.7
99976,5/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.6,20.2,0.2,0.6,7.4
99977,6/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9,23,0,2.4,8.7
99978,7/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.9,15.4,1.6,4,10.2
99979,8/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,3.3,18.1,0,0,9.7
99980,9/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.4,16.8,0,0,0
99981,10/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.1,18.4,0.4,6,4.4
99982,11/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.3,17.1,0.6,1.4,5.8
99983,12/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.8,17.6,1,1.6,6.7
99984,13/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.6,18.2,0,1.4,7.5
99985,14/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.3,22,0,1.4,10.4
99986,15/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.1,26.7,0,0,8.6
99987,16/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.3,16.5,3.8,0,5.8
99988,17/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.1,17.2,2,13,8.3
99989,18/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.8,21.2,0,1.6,10.4
99990,19/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.8,20.9,0,4,7.3
99991,20/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.8,22.4,0,2,9.9
99992,21/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.6,15.7,0.4,3.8,9.9
99993,22/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.9,17.4,0,0,9.9
99994,23/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.8,19,0,0,7.7
99995,24/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.9,14.6,2,6.4,0.7
99996,25/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.7,15.3,12,2.6,2.7
99997,26/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.3,15.6,4,1,4.4
99998,27/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.9,17.7,0,2.4,8.3
99999,28/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7,22.9,0,0.4,5.1
100000,29/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.9,16.4,6.6,0,1.1
100001,30/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.2,15.4,15.8,0,4.3
100002,31/08/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.5,17,2.6,8,4.9
100003,1/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.9,18,1.6,2.2,7.5
100004,2/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.1,21.6,0,2.6,6.1
100005,3/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10,17.8,0.4,3.4,8.4
100006,4/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.4,15.7,3.4,2.6,7.3
100007,5/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11,16.4,0,0,6.4
100008,6/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.3,19.3,0.2,0,6.4
100009,7/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.8,17.5,2.2,9.6,7.3
100010,8/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10,14.8,0.2,2.6,1.1
100011,9/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.6,15.5,0,1.8,1.3
100012,10/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,4.8,22.6,0,0.6,11.1
100013,11/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.2,29.4,0,6.2,6.7
100014,12/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.9,30.9,0,0,7.7
100015,13/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.9,18.9,0.8,0,7.5
100016,14/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.5,16.9,0.6,13.4,10.7
100017,15/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6,24.4,0,3.4,11.2
100018,16/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.3,26.2,0.2,5,1.9
100019,17/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.2,17.4,8.8,2,7.1
100020,18/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.2,22,0.2,3.4,11.2
100021,19/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.5,18.5,0,0,10.4
100022,20/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.4,18.9,0,0,9.9
100023,21/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.1,17.8,0.4,10,2.8
100024,22/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.9,17.1,24.2,2.2,2.5
100025,23/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.1,16.9,5.2,1.2,5.5
100026,24/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.4,20.4,0.2,2.6,10.1
100027,25/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.8,14.8,2.8,4.2,1
100028,26/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.2,15.2,8.2,0,8
100029,27/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.4,14.8,1.2,0,5.3
100030,28/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.2,17.5,0.8,8.6,4.1
100031,29/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.5,23.1,0,0.6,9
100032,30/09/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.4,26.3,0,5.8,4
100033,1/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.7,18.7,0,3.6,2.1
100034,2/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.5,15.1,0,2.8,1.1
100035,3/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.6,16.4,0.4,0,3.9
100036,4/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.5,17.9,0,0,6.6
100037,5/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.8,17.8,0,0,10.1
100038,6/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6,18.1,0,10.4,10.4
100039,7/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.1,16.9,0,3.4,11.6
100040,8/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.2,17.1,0,4,11.3
100041,9/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,7.9,17.1,0,3.6,10.1
100042,10/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.3,22.3,0,0,11.7
100043,11/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.9,27.6,0,0,6.3
100044,12/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.3,16.4,3,15.2,6.8
100045,13/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.4,16,6.4,4,4.6
100046,14/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.6,16.5,6.2,2.6,3.5
100047,15/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.1,16.1,0.8,3,9.4
100048,16/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.5,16.2,1.4,4,5.2
100049,17/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.4,17.4,0.2,0,8.1
100050,18/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,6.1,20.6,0,0,12.4
100051,19/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,8.9,27.7,0,10.8,12.4
100052,20/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.7,30.5,0,6.2,9.6
100053,21/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.1,22.7,0,6.6,12.2
100054,22/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.8,25.6,0,5.2,12.5
100055,23/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.7,27.4,0,5,9.3
100056,24/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.6,27.3,0,0,6.1
100057,25/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.9,18.1,0,0,8.8
100058,26/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,9.9,20.4,0,13.4,12.5
100059,27/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.9,26.3,0,5,12.7
100060,28/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.9,30.1,0,6,11.2
100061,29/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.4,33.7,0,6.6,12.2
100062,30/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,20.6,33.1,0,6.2,11.7
100063,31/10/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16,32.5,0,6.8,12.3
100064,1/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.7,34.9,0,6.8,11.7
100065,2/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,22.9,37.9,0,17.2,8
100066,3/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13,20,0.6,8.2,8.9
100067,4/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.3,19.3,0,5.2,6.7
100068,5/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.4,20.4,0,4.2,7.5
100069,6/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.9,28.2,0,4.6,12.5
100070,7/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.6,34.4,0,4.6,12.7
100071,8/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,25.4,36.7,0,4.6,12.9
100072,9/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,24.5,37,0,27.2,12.9
100073,10/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,22.9,38.9,0,10.8,12.5
100074,11/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,23.7,39.2,0,11.8,13
100075,12/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,24.5,39.2,0,11.4,12.3
100076,13/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21.9,38.7,0,11,12.8
100077,14/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,23.3,39.5,0,11,13.1
100078,15/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,20.9,39.4,0,11,11.2
100079,16/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,22.8,31.9,0,28.8,11.3
100080,17/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.5,29,0,8.4,11.6
100081,18/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,19.4,38.9,0,6.6,4.2
100082,19/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.6,43,0,5.4,11.5
100083,20/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21.8,28.9,0,11.8,1.2
100084,21/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.6,23.1,3,11.8,0.3
100085,22/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.2,21,9,11.8,9.6
100086,23/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.2,23.2,0,7.6,12.6
100087,24/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,11.2,26.8,0,5,11.9
100088,25/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.6,32,0,7.4,9.1
100089,26/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.6,27.9,3.2,6.8,5.2
100090,27/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.9,32.4,0,5.6,8.9
100091,28/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.2,20.3,15,5.6,3.7
100092,29/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.8,20.8,10.8,5.6,9.8
100093,30/11/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.1,22.4,0.6,13.6,10.4
100094,1/12/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.7,26.1,0,6,13.6
100095,2/12/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.7,32.9,0,6.2,12.5
100096,3/12/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.9,22.1,0,10.2,11.5
100097,4/12/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,10.6,21.9,0,7.2,13.1
